V1,V2,V3,V4,V5,V6
14994.4745159676,14994.4745159676,14994.4745159676,14994.4745159676,14994.4745159676,14994.4745159676
57831.4396658893,57831.4396658893,57600.3450018897,57600.3450018897,57773.6659998894,57773.6659998894
96562.9909999371,96562.9909999371,96562.9909999371,96562.9909999371,96562.9909999371,96562.9909999371
172265.436126072,172092.998252072,172265.436126072,171748.122504072,172092.998252072,171748.122504072
69757.9374770799,70037.8088410802,70037.8088410802,69967.8410000801,69967.8410000801,69967.8410000801
134861.927999973,134861.927999973,134861.927999973,134861.927999973,134861.927999973,134861.927999973
145380.877000093,145380.877000093,145235.496123093,145235.496123093,145090.115246093,145380.877000093
156920.174411013,156763.411000013,156763.411000013,156763.411000013,156763.411000013,156763.411000013
91099.9200000763,91099.9200000763,91099.9200000763,91099.9200000763,91099.9200000763,91099.9200000763
11309.2950821104,11309.2950821104,11309.2950821104,11320.6270411105,11320.6270411105,11309.2950821104
92218.3345340266,92218.3345340266,92125.8387120266,92218.3345340266,92218.3345340266,92033.3428900266
12392.1064889181,12392.1064889181,12379.7019779181,12392.1064889181,12392.1064889181,12379.7019779181
124597.239134088,123473.616737087,124597.239134088,124722.086067088,124722.086067088,124722.086067088
28957.1498639181,28957.1498639181,28957.1498639181,28957.1498639181,28957.1498639181,28957.1498639181
118285.285005119,118402.981806119,118402.981806119,118520.678607119,118167.588204119,117226.013796118
378767.430229969,383991.808577969,357496.746955971,373169.881999969,373169.881999969,377647.920583969
83314.6300001144,83314.6300001144,83231.3153701143,83314.6300001144,83314.6300001144,83314.6300001144
25502.4849998951,25502.4849998951,25502.4849998951,25502.4849998951,25502.4849998951,25502.4849998951
136560.482698023,136423.648547023,136560.482698023,136697.316849023,136697.316849023,136697.316849023
31070.5553430648,31070.5553430648,31070.5553430648,31070.5553430648,31070.5553430648,31070.5553430648
117067.032000065,117067.032000065,116832.897936065,117535.300128065,117535.300128065,117535.300128065
80831.4452100191,80831.4452100191,80831.4452100191,80831.4452100191,80831.4452100191,80831.4452100191
20929.9820729542,20929.9820729542,20929.9820729542,20929.9820729542,20929.9820729542,20929.9820729542
75018.4835399618,75018.4835399618,75018.4835399618,74943.5399999619,75018.4835399618,75018.4835399618
328404.498421931,334966.02686193,328076.421999931,329388.727687931,328732.574843931,329060.651265931
32805.456601882,32805.456601882,32805.456601882,32805.456601882,32805.456601882,32805.456601882
236287.648827097,236524.173000097,236287.648827097,236760.697173097,236524.173000097,236760.697173097
99571.6461540113,99571.6461540113,99672.9397920113,99571.6461540113,99571.6461540113,99571.6461540113
122245.457000017,122245.457000017,122245.457000017,122245.457000017,122245.457000017,122245.457000017
171987.867000103,172159.854867103,171987.867000103,172159.854867103,172159.854867103,172159.854867103
28245.5397120533,28358.7482880535,28245.5397120533,28330.4461440535,28358.7482880535,28245.5397120533
83555.3590019066,83555.3590019066,83555.3590019066,83555.3590019066,83555.3590019066,83555.3590019066
33807.8273309104,33807.8273309104,33875.5106689103,33875.5106689103,33875.5106689103,33875.5106689103
149632.099971941,149632.099971941,149632.099971941,149780.83963394,149780.83963394,149632.099971941
45332.0036190419,45332.0036190419,45332.0036190419,45332.0036190419,45332.0036190419,45332.0036190419
153841.754738093,153841.754738093,153841.754738093,153686.984361093,154460.836246093,153686.984361093
80078.6470000744,80078.6470000744,80078.6470000744,80078.6470000744,80078.6470000744,80078.6470000744
159817.070310029,159817.070310029,159977.207655029,159817.070310029,159817.070310029,159817.070310029
103122.786000013,103122.786000013,103122.786000013,103122.786000013,103122.786000013,103122.786000013
125677.569000006,125677.569000006,125551.891431006,125677.569000006,125551.891431006,125551.891431006
290992.802876102,293021.637159102,295340.304911103,293601.304097102,291282.636345102,293601.304097102
160772.421600048,160453.428700048,160612.925150048,159655.946450048,159974.939350048,159815.442900048
540193.330656017,531082.927262017,528403.396852017,545552.391476018,533762.457672017,534834.269836017
16468.4979979277,16468.4979979277,16468.4979979277,16484.9994989276,16468.4979979277,16468.4979979277
94520.8065779314,94520.8065779314,94520.8065779314,94520.8065779314,94520.8065779314,94520.8065779314
178898.380661013,178719.661000013,173536.790831013,179255.819983013,179077.100322013,179255.819983013
24643.0572749047,24643.0572749047,24643.0572749047,24643.0572749047,24643.0572749047,24643.0572749047
187900.499328054,188282.410912055,187900.499328054,191146.747792055,190955.792000055,191146.747792055
34236.6045699143,34236.6045699143,34270.9097849143,34305.2149999142,34305.2149999142,34305.2149999142
54488.3481779866,54488.3481779866,54488.3481779866,54270.8298219867,54270.8298219867,54270.8298219867
156414.467,156414.467,156414.467,156569.02675,156569.02675,156569.02675
125485.482088089,125485.482088089,125611.21904409,126114.16686809,125485.482088089,125359.745132089
20970.2990000248,20970.2990000248,20970.2990000248,20970.2990000248,20970.2990000248,20970.2990000248
425152.515815992,428122.643171992,428122.643171992,429819.858803992,429395.554895992,430668.466619992
63086.3970000744,63086.3970000744,63086.3970000744,63086.3970000744,63086.3970000744,63086.3970000744
202904.75,203107.65475,203107.65475,203107.65475,203107.65475,203107.65475
157358.993000031,157358.993000031,157358.993000031,157358.993000031,157358.993000031,157358.993000031
45097.4000000954,45187.5948000956,45142.4974000955,45097.4000000954,45097.4000000954,45097.4000000954
109391.899104046,109391.899104046,109391.899104046,109282.725552046,109282.725552046,109282.725552046
156631.089999914,156631.089999914,156631.089999914,156787.721089914,156631.089999914,156631.089999914
10111.8128999052,10111.8128999052,10101.6400499053,10111.8128999052,10111.8128999052,10101.6400499053
47575.1781991181,47575.1781991181,47527.555398118,47622.8010001183,47575.1781991181,47622.8010001183
55968.4234200382,55968.4234200382,55912.5667100382,55856.7100000381,55856.7100000381,55856.7100000381
193737.456913107,193543.913000107,193737.456913107,193543.913000107,193737.456913107,193543.913000107
93567.8241240363,93567.8241240363,93567.8241240363,93567.8241240363,93567.8241240363,93567.8241240363
120225.31120609,120225.31120609,120225.31120609,120105.20600009,120105.20600009,120225.31120609
136727.943000078,136727.943000078,136727.943000078,136727.943000078,136727.943000078,136727.943000078
27355.8217949238,27355.8217949238,27355.8217949238,27355.8217949238,27355.8217949238,27355.8217949238
116641.134667061,116758.126778061,116758.126778061,116875.118889061,116758.126778061,116758.126778061
102776.999000072,102776.999000072,102776.999000072,102776.999000072,102776.999000072,102776.999000072
49998.0550000668,49998.0550000668,49998.0550000668,49998.0550000668,49998.0550000668,49998.0550000668
28441.4900400381,28441.4900400381,28441.4900400381,28441.4900400381,28441.4900400381,28441.4900400381
99082.8311221089,99082.8311221089,99082.8311221089,98786.1759391086,98786.1759391086,98786.1759391086
58717.5759999752,58717.5759999752,58717.5759999752,58717.5759999752,58717.5759999752,58717.5759999752
31741.5726539562,31741.5726539562,31741.5726539562,31741.5726539562,31741.5726539562,31741.5726539562
26411.5000619638,26411.5000619638,26411.5000619638,26411.5000619638,26411.5000619638,26411.5000619638
71062.6961699238,71062.6961699238,71062.6961699238,70991.5623399239,70991.5623399239,70991.5623399239
113844.447999954,113844.447999954,113844.447999954,113844.447999954,113844.447999954,113844.447999954
57042.5083020229,57042.5083020229,57042.5083020229,57099.436953023,57099.436953023,57099.436953023
459918.336150062,459918.336150062,456414.196446062,459918.336150062,459918.336150062,459918.336150062
39640.9670000076,39640.9670000076,39640.9670000076,39640.9670000076,39640.9670000076,39640.9670000076
63718.7550001144,63718.7550001144,63718.7550001144,63718.7550001144,63718.7550001144,63718.7550001144
62347.3120000362,62284.9646880362,62284.9646880362,62347.3120000362,62347.3120000362,62347.3120000362
223093.706835966,223093.706835966,222870.835999966,222870.835999966,222870.835999966,223093.706835966
122468.677487906,122468.677487906,122468.677487906,122590.415735906,122590.415735906,122590.415735906
256673.672032051,256673.672032051,256673.672032051,256673.672032051,256673.672032051,256673.672032051
204664.474475905,202642.098245906,203046.573491906,202642.098245906,202844.335868906,202844.335868906
206497.409118031,206497.409118031,206497.409118031,206497.409118031,206497.409118031,206497.409118031
96462.138999939,96462.138999939,96462.138999939,96462.138999939,96462.138999939,96365.676860939
92386.3351858914,92386.3351858914,92386.3351858914,92386.3351858914,92386.3351858914,92386.3351858914
546016.732026004,544931.211684004,546559.492197004,550901.573565004,547102.252368004,544388.451513004
34586.5098690419,34586.5098690419,34586.5098690419,34586.5098690419,34586.5098690419,34586.5098690419
141905.426688068,141905.426688068,141905.426688068,141905.426688068,141905.426688068,142047.902016068
208797.145463957,208797.145463957,208797.145463957,212404.413220956,212192.220999956,212404.413220956
57183.8540000916,57183.8540000916,57183.8540000916,57183.8540000916,57183.8540000916,57183.8540000916
23138.8120000362,23138.8120000362,23138.8120000362,23138.8120000362,23138.8120000362,23138.8120000362
71988.5829999447,71988.5829999447,71988.5829999447,71988.5829999447,71988.5829999447,71988.5829999447
62250.0490000248,62250.0490000248,62250.0490000248,62250.0490000248,62250.0490000248,62250.0490000248
151775.435810029,151775.435810029,151775.435810029,151927.515405029,151927.515405029,151927.515405029
225318.801707945,225318.801707945,225318.801707945,225318.801707945,225318.801707945,225318.801707945
14456.5539999008,14456.5539999008,14456.5539999008,14456.5539999008,14456.5539999008,14456.5539999008
116709.261618015,116709.261618015,116709.261618015,116592.785309015,116592.785309015,116592.785309015
82056.8075,82056.8075,82221.25,82221.25,82221.25,82221.25
144610.648596044,144755.404000044,144755.404000044,144610.648596044,144610.648596044,144610.648596044
82100.382999897,82100.382999897,82100.382999897,82100.382999897,82100.382999897,82100.382999897
96641.5439999104,95771.7701039112,95771.7701039112,96061.6947359109,96158.3362799108,96158.3362799108
81594.3199999332,81594.3199999332,81594.3199999332,81594.3199999332,81594.3199999332,81594.3199999332
47713.3919999599,47713.3919999599,47665.67860796,47713.3919999599,47665.67860796,47665.67860796
260782.242090079,259484.818000078,260782.242090079,259225.333182078,258706.363546078,260782.242090079
131976.206361989,131976.206361989,131976.206361989,132108.050723989,132108.050723989,132108.050723989
27852.7660000324,27852.7660000324,27852.7660000324,27852.7660000324,27852.7660000324,27852.7660000324
35803.5437760229,35803.5437760229,35767.7760000229,35767.7760000229,35767.7760000229,35767.7760000229
109897.938999891,109897.938999891,109897.938999891,109897.938999891,109897.938999891,109897.938999891
139773.421999931,139773.421999931,139773.421999931,139773.421999931,139773.421999931,139773.421999931
119703.265910987,118505.035020987,118385.211931987,119583.442821987,119703.265910987,119583.442821987
279088.9469249,306851.72174989,297500.050229893,289025.097914896,295746.611819894,291947.495264895
107872.214840898,107658.817778898,107658.817778898,107658.817778898,107445.420716898,107445.420716898
10608.6198899331,10608.6198899331,10608.6198899331,10608.6198899331,10608.6198899331,10608.6198899331
152032.49561501,151880.61500001,151880.61500001,152184.37623001,152184.37623001,152184.37623001
153521.746290092,152457.734187092,153673.748019093,152001.729000092,152001.729000092,152001.729000092
86122.3080000877,86122.3080000877,86036.1856920876,86122.3080000877,86122.3080000877,86122.3080000877
41100.07478408,41100.07478408,41100.07478408,41182.3572160802,41182.3572160802,41182.3572160802
157858.143650007,157858.143650007,157858.143650007,165834.134066008,165667.967599008,165667.967599008
84221.2100200095,84221.2100200095,84221.2100200095,84221.2100200095,84221.2100200095,84052.4300400095
39100.7426809943,39100.7426809943,39100.7426809943,39100.7426809943,39100.7426809943,39100.7426809943
64497.3559999466,64497.3559999466,64497.3559999466,64497.3559999466,64497.3559999466,64497.3559999466
341446.818675889,341446.818675889,341794.524193889,341794.524193889,341446.818675889,341446.818675889
98929.6089999676,98929.6089999676,98929.6089999676,98929.6089999676,98929.6089999676,98929.6089999676
221582.196834055,221361.056917055,221361.056917055,222024.476668056,222024.476668056,222024.476668056
542719.297692033,541110.446019033,542719.297692033,544864.433256033,543791.865474033,545400.717147033
91189.48623296,91098.20546596,91098.20546596,91098.20546596,91280.7669999599,91006.9246989601
76933.7889599905,76933.7889599905,76933.7889599905,76933.7889599905,77011.0317199905,76933.7889599905
28583.5419869885,28526.4320129886,28526.4320129886,28583.5419869885,28526.4320129886,28583.5419869885
62772.1491099334,62772.1491099334,62772.1491099334,62772.1491099334,62709.2511649334,62772.1491099334
81105.4000000954,81105.4000000954,81105.4000000954,81105.4000000954,81105.4000000954,81105.4000000954
53238.2169400191,53238.2169400191,53238.2169400191,53238.2169400191,53238.2169400191,53238.2169400191
180564.827259021,180924.876765021,180564.827259021,181104.901518021,180564.827259021,180924.876765021
93938.5105840845,93938.5105840845,93845.2250720844,93192.2264880838,93285.5120000839,93285.5120000839
28571.3819999695,28571.3819999695,28571.3819999695,28571.3819999695,28571.3819999695,28571.3819999695
118594.863422903,118832.290576903,118713.576999903,118713.576999903,118713.576999903,118594.863422903
58327.3205821104,58327.3205821104,58327.3205821104,58327.3205821104,58327.3205821104,58327.3205821104
403672.298000892,404828.952149892,390177.999595896,388250.242680896,389021.345446896,386322.485765897
401645.499695892,398856.294836893,397660.921325893,396864.005651894,402840.873206892,402043.957532892
146704.155999899,146704.155999899,146557.451843899,146704.155999899,146704.155999899,147731.085091898
46898.9991470745,46898.9991470745,46898.9991470745,46898.9991470745,46898.9991470745,46898.9991470745
289148.063849902,295539.7578929,310149.344276895,308323.145978896,308931.878744895,307714.413212896
21962.1688471162,21962.1688471162,21962.1688471162,21962.1688471162,21962.1688471162,21962.1688471162
60723.7276619439,60663.842328944,60663.842328944,60484.1863299441,60544.0716629441,60484.1863299441
34979.4993600669,34909.6800000668,34979.4993600669,34839.8606400666,34839.8606400666,34839.8606400666
26814.4896690896,26814.4896690896,26814.4896690896,26814.4896690896,26814.4896690896,26814.4896690896
42333.9260001183,43646.2777061219,42291.5920741181,42333.9260001183,42291.5920741181,42291.5920741181
171927.108791945,171755.009583945,171755.009583945,171927.108791945,171927.108791945,171927.108791945
43692.6585621009,43692.6585621009,43692.6585621009,43867.7794381013,43692.6585621009,43692.6585621009
36459.2392648952,36495.7349998951,36495.7349998951,36495.7349998951,36495.7349998951,36495.7349998951
366580.703999996,365114.381183996,365847.542591996,365847.542591996,366580.703999996,366580.703999996
153993.85977999,153686.79325999,153686.79325999,153686.79325999,153379.72673999,153379.72673999
54942.5409998894,54942.5409998894,54942.5409998894,54942.5409998894,54942.5409998894,54942.5409998894
83643.3077100191,83643.3077100191,83643.3077100191,83643.3077100191,83643.3077100191,83643.3077100191
11790.4619998932,11790.4619998932,11778.6715378933,11790.4619998932,11790.4619998932,11766.8810758934
101243.065853985,101243.065853985,101243.065853985,101141.211662985,101141.211662985,101141.211662985
419248.491661941,416316.684027941,420923.810309941,422599.12895794,421342.639971941,416735.513689941
19770.9336079168,19790.8840959167,19770.9336079168,19810.8345839167,19810.8345839167,19810.8345839167
27531.9414989276,27531.9414989276,27531.9414989276,27531.9414989276,27531.9414989276,27531.9414989276
202903.851659111,195337.270341107,195735.511463107,199319.681561109,199319.681561109,199319.681561109
20393.1819999218,20393.1819999218,20372.7888179219,20393.1819999218,20393.1819999218,20372.7888179219
118102.83100009,118220.93383109,118102.83100009,118220.93383109,118102.83100009,118102.83100009
39732.1235371099,39732.1235371099,39732.1235371099,39732.1235371099,39732.1235371099,39732.1235371099
30953.3734509752,30984.2959019752,30953.3734509752,30953.3734509752,30953.3734509752,30953.3734509752
140918.362999916,140918.362999916,141059.281362916,140918.362999916,140918.362999916,141059.281362916
238780.747277939,238542.443138939,239495.659694939,238542.443138939,238780.747277939,239019.051416939
64247.2360239162,64247.2360239162,64247.2360239162,64311.6120119162,64311.6120119162,64311.6120119162
146915.555786941,146915.555786941,147062.324573941,147062.324573941,147355.862147941,147062.324573941
242074.314416031,242552.722152031,243987.945360031,240160.683472031,240160.683472031,238964.66413203
452445.206347918,455706.912263918,454774.996287918,464094.156047916,464560.114035916,471083.525867915
30734.1241880913,30734.1241880913,30734.1241880913,30734.1241880913,30734.1241880913,30734.1241880913
617903.760762062,613043.160874062,617903.760762062,605144.686056061,615473.460818062,604537.111070061
51763.8941819217,51763.8941819217,51763.8941819217,51763.8941819217,51763.8941819217,51763.8941819217
13992.2070000172,13992.2070000172,13978.2147930171,13978.2147930171,13992.2070000172,13992.2070000172
90983.6088098979,91073.6915908978,90983.6088098979,90983.6088098979,91073.6915908978,90983.6088098979
23463.6970000267,23463.6970000267,23440.2333030267,23463.6970000267,23463.6970000267,23463.6970000267
34994.0270680783,35028.9861360784,35028.9861360784,34994.0270680783,34994.0270680783,34994.0270680783
251654.141739082,251654.141739082,251402.739000082,251905.544478082,251905.544478082,252156.947217082
42511.8320000172,42511.8320000172,42511.8320000172,42511.8320000172,42511.8320000172,42511.8320000172
36575.1270000935,36575.1270000935,36575.1270000935,36575.1270000935,36575.1270000935,36575.1270000935
47356.2975479293,47119.9886779296,47356.2975479293,47167.2504519296,47309.0357739294,47167.2504519296
250985.113692098,250735.128519098,250985.113692098,250735.128519098,250985.113692098,250985.113692098
270911.673863922,270370.931999922,270641.302931922,270641.302931922,271182.044795922,271182.044795922
83572.9544649141,83572.9544649141,83489.4649999142,83489.4649999142,83489.4649999142,83489.4649999142
35938.0160100095,35938.0160100095,35938.0160100095,35938.0160100095,35938.0160100095,35938.0160100095
27126.9089369638,27126.9089369638,27126.9089369638,27126.9089369638,27126.9089369638,27126.9089369638
116105.435747944,116105.435747944,116105.435747944,116105.435747944,116220.848705944,116105.435747944
70039.4079999924,70039.4079999924,70039.4079999924,70039.4079999924,70039.4079999924,70039.4079999924
275766.11500001,275766.11500001,275490.34888501,275490.34888501,275490.34888501,275490.34888501
79040.6979999542,79040.6979999542,79040.6979999542,79040.6979999542,79040.6979999542,79040.6979999542
149864.60707404,149864.60707404,150014.02343204,149565.77435804,149715.19071604,149715.19071604
214852.018170105,216565.693290106,214637.808780105,213995.180610105,214637.808780105,215494.646340106
227645.748329924,227873.166659924,227645.748329924,227645.748329924,227873.166659924,227873.166659924
20291.0759999752,20291.0759999752,20291.0759999752,20291.0759999752,20291.0759999752,20291.0759999752
67148.9148329446,67215.9966659446,67215.9966659446,67148.9148329446,67148.9148329446,67148.9148329446
33083.6623638935,33116.8455758934,33116.8455758934,33116.8455758934,33116.8455758934,33150.0287878933
139959.380000114,139959.380000114,139959.380000114,139959.380000114,139959.380000114,139959.380000114
277144.974999905,277422.119974905,283242.164449903,278253.554899904,278253.554899904,277144.974999905
31518.5676979361,31550.533790936,31518.5676979361,31518.5676979361,31550.533790936,31518.5676979361
610910.966399932,610910.966399932,610910.966399932,610910.966399932,610910.966399932,610910.966399932
108819.727980114,108710.471225114,108819.727980114,109366.011755115,109147.498245114,109366.011755115
133711.570907918,133711.570907918,133711.570907918,133711.570907918,133711.570907918,133711.570907918
67841.4731439733,67841.4731439733,67841.4731439733,67841.4731439733,67841.4731439733,67841.4731439733
152835.954057078,151459.053570077,151306.064627077,152988.943000078,152988.943000078,152988.943000078
106106.552000046,106106.552000046,106106.552000046,106106.552000046,106106.552000046,106106.552000046
143274.399182912,143417.816999912,143274.399182912,143417.816999912,143274.399182912,143274.399182912
101788.922186964,101992.703812964,101788.922186964,101890.812999964,101788.922186964,101890.812999964
15109.6907940509,15109.6907940509,15109.6907940509,15109.6907940509,15109.6907940509,15109.6907940509
547797.509399952,547797.509399952,546699.718799953,547248.614099953,554384.252999952,547248.614099953
142077.892886916,142220.112999916,142077.892886916,142220.112999916,142220.112999916,142220.112999916
20520.6607979028,20520.6607979028,20520.6607979028,20520.6607979028,20520.6607979028,20520.6607979028
35664.9433560534,35664.9433560534,35664.9433560534,35664.9433560534,35664.9433560534,35664.9433560534
157103.31470406,157103.31470406,157103.31470406,156791.601778059,156791.601778059,156791.601778059
11351.0469999313,11351.0469999313,11351.0469999313,11351.0469999313,11351.0469999313,11351.0469999313
68077.0403159924,68144.9814739923,68009.0991579924,68077.0403159924,68077.0403159924,68009.0991579924
111743.825999975,111743.825999975,111743.825999975,111743.825999975,111743.825999975,111743.825999975
247738.673712053,247490.438568053,247738.673712053,247738.673712053,247738.673712053,247986.908856053
26735.7109999657,26735.7109999657,26735.7109999657,26735.7109999657,26735.7109999657,26735.7109999657
33765.1640370591,33765.1640370591,33765.1640370591,33697.5661110589,33731.365074059,33731.365074059
11876.4639999866,11876.4639999866,11876.4639999866,11876.4639999866,11876.4639999866,11876.4639999866
353632.298715086,352924.326145086,353278.312430086,352216.353575085,352924.326145086,357880.134135087
125566.796999931,125566.796999931,125566.796999931,125566.796999931,125566.796999931,125566.796999931
92936.7190001011,92936.7190001011,92936.7190001011,93029.6557191012,93029.6557191012,92936.7190001011
203612.53399992,203612.53399992,203612.53399992,203612.53399992,203612.53399992,203612.53399992
76609.6926209486,76609.6926209486,76763.0653789484,76609.6926209486,76609.6926209486,76533.0062419486
169743.323762989,169913.236999989,169743.323762989,169743.323762989,169573.410525989,169743.323762989
170719.596999884,170890.316596884,171231.755790883,170719.596999884,170719.596999884,171231.755790883
314625.436619915,315892.809979914,315892.809979914,315892.809979914,315259.123299915,314625.436619915
148571.001940038,148571.001940038,148270.555020038,148871.448860038,149021.672320038,149171.895780038
94683.4140000343,94778.0974140344,94683.4140000343,94683.4140000343,94683.4140000343,94683.4140000343
98988.7568671031,98988.7568671031,98988.7568671031,98988.7568671031,98988.7568671031,98988.7568671031
153302.132999897,152075.715935898,153302.132999897,153302.132999897,153302.132999897,153302.132999897
222869.521679971,223091.061959971,223091.061959971,223312.602239971,223534.142519971,223534.142519971
245121.276356888,245121.276356888,244875.909713888,244875.909713888,244875.909713888,244875.909713888
58171.1943010399,58171.1943010399,58171.1943010399,58171.1943010399,58112.8480680399,58171.1943010399
270088.692513032,271720.648359032,279064.449666033,270904.670436032,271176.663077032,271720.648359032
182990.105999947,182990.105999947,183173.096105947,182990.105999947,182990.105999947,182990.105999947
14223.1058970745,14223.1058970745,14223.1058970745,14223.1058970745,14223.1058970745,14223.1058970745
501830.261569954,464853.294927958,501350.041223954,483101.668075956,501350.041223954,497028.058109955
13337.7729960933,13351.1374980934,13337.7729960933,13337.7729960933,13351.1374980934,13337.7729960933
255105.112075969,255369.743934969,255105.112075969,255369.743934969,254840.480216969,254575.848357969
33146.0917289085,33146.0917289085,33146.0917289085,33146.0917289085,33146.0917289085,33146.0917289085
135955.486000061,135955.486000061,135955.486000061,135955.486000061,135955.486000061,135955.486000061
92044.3169999123,92044.3169999123,92044.3169999123,92044.3169999123,92228.4056339121,92228.4056339121
132210.759896926,132343.102999926,132210.759896926,132740.132308925,132078.416793926,132607.789205925
270264.636722097,288979.499550104,288979.499550104,275218.571000099,275218.571000099,275218.571000099
42255.0506520495,42255.0506520495,42255.0506520495,42297.3480000496,42297.3480000496,42297.3480000496
391610.346087044,391610.346087044,391219.907058044,391219.907058044,391219.907058044,392391.224145044
138595.59800005,138595.59800005,138595.59800005,138595.59800005,138595.59800005,138595.59800005
125541.345999956,125541.345999956,125541.345999956,125415.804653956,125415.804653956,125415.804653956
57299.8042569101,57242.6758379102,57242.6758379102,57299.8042569101,57242.6758379102,57242.6758379102
128481.590555105,128612.028718105,128612.028718105,131090.353815107,131090.353815107,131090.353815107
102691.981224023,102589.186448023,102589.186448023,102589.186448023,102691.981224023,102691.981224023
37317.2713739276,37354.6259999275,37317.2713739276,37354.6259999275,37317.2713739276,37317.2713739276
81488.3720579123,81488.3720579123,81406.8021159124,81488.3720579123,81488.3720579123,81488.3720579123
52532.9154989276,52532.9154989276,52532.9154989276,52585.5009999275,52585.5009999275,52585.5009999275
185942.062592081,186125.799808081,185942.062592081,185758.325376081,185942.062592081,185942.062592081
186321.719771926,186508.227999926,186508.227999926,186508.227999926,186508.227999926,186508.227999926
33706.7136879082,33706.7136879082,33706.7136879082,33706.7136879082,33673.1077919083,33673.1077919083
134777.875999928,134912.653875927,134777.875999928,135047.431751927,134777.875999928,135047.431751927
86070.0720000267,86070.0720000267,86070.0720000267,86070.0720000267,86070.0720000267,86070.0720000267
106302.461999893,106302.461999893,106302.461999893,106302.461999893,106302.461999893,106302.461999893
101169.005919991,102800.76407999,102902.74896499,101984.88499999,101984.88499999,101984.88499999
46269.9660000801,46269.9660000801,46269.9660000801,46269.9660000801,46269.9660000801,46269.9660000801
170709.052067922,170709.052067922,170709.052067922,170709.052067922,170709.052067922,170709.052067922
105590.917431922,105590.917431922,105590.917431922,105485.431999922,105485.431999922,105485.431999922
38678.441259021,38639.878506021,38678.441259021,38601.315753021,38678.441259021,38639.878506021
54952.7772150857,54952.7772150857,54952.7772150857,54952.7772150857,54952.7772150857,54952.7772150857
90022.6452418971,90022.6452418971,90022.6452418971,90022.6452418971,90022.6452418971,90022.6452418971
127209.977999926,127209.977999926,127209.977999926,127209.977999926,127337.187977926,127337.187977926
25386.4314599905,25386.4314599905,25386.4314599905,25386.4314599905,25386.4314599905,25386.4314599905
19897.227126096,19897.227126096,19897.227126096,19897.227126096,19897.227126096,19897.227126096
13171.6386960497,13171.6386960497,13171.6386960497,13171.6386960497,13171.6386960497,13171.6386960497
22598.319743958,22575.743999958,22575.743999958,22598.319743958,22598.319743958,22598.319743958
110408.508972116,110519.028000116,110519.028000116,110408.508972116,110408.508972116,110408.508972116
191695.684319962,192266.207189961,182567.318399963,189413.592839962,189413.592839962,189223.418549962
50409.7302239885,50409.7302239885,50409.7302239885,50409.7302239885,50409.7302239885,50409.7302239885
49144.4493568876,49144.4493568876,49144.4493568876,49193.6429998875,49193.6429998875,49144.4493568876
53034.9046260362,53034.9046260362,53034.9046260362,53034.9046260362,53034.9046260362,53034.9046260362
129701.81224001,129701.81224001,129572.24000001,129572.24000001,129572.24000001,129572.24000001
170817.96600008,170988.78396608,171159.60193208,171330.41989808,171159.60193208,171159.60193208
176938.391630115,176761.630000114,176938.391630115,176761.630000114,177115.153260115,176938.391630115
99357.2860000134,99357.2860000134,99357.2860000134,99357.2860000134,99357.2860000134,99357.2860000134
35739.5276969733,35739.5276969733,35739.5276969733,35739.5276969733,35739.5276969733,35739.5276969733
